ppm,Lip 1,Lip 2,Lip 3,Lip 4,Lip 5,Lip 6,Lip 7,Lip 8,Lip 9,Lip10,Lip11,Lip12,Lip13,Lip14,Lip15,Lip16,Lip17,Lip18,Lip19,Lip20,Lip21,Lip22,Lip23,Lip24,Lip25,Lip26,Lip27,Lip28,Lip29,Lip30,Lip31,Lip32,Lip33,Lip34,Lip35,Lip36,Lip37,Lip38,Lip39,Lip40
1.516933185,371946292.2,531293169.9,478993307.2,506672853.3,669616636.4,557321491.1,606933781.8,620833383.4,660467476.7,500494395.5,452427771.2,601668181.5,660445037.5,580355974.3,373151174.9,576705426.4,625977437.8,655127551.2,784772931,592575765,591990697.3,644923002.2,568168402.3,544808221.5,711609227.2,676805378.9,461139467.8,443419596.4,468572875.9,605443042.5,479004785,499910647.8,718316624.1,590702589.3,498055472.3,466275896.8,627569061.3,488021976.4,532670939.5,540773322.4
1.519489174,367686641,526378760.8,474888644.2,500677164.1,663400647.9,551782058.1,601720508.5,614654158.3,654296497.4,495130550.8,447051910.6,597132004.4,653560405.1,575055293.8,368800974.7,572274626.4,619729947.3,649266735.1,777660558,586404082.1,586798634.7,638672822.5,562485552.6,540460692,704597719.7,671003574,457738654.6,438483712.5,464018275.4,599131010.3,474927694.5,494818045.9,712347942.7,584287463.1,493691114.8,460989677.6,621493942.7,482684687.4,527141494.4,534735770.5
1.522045163,363608720.6,521824870.7,471763013.1,495097079.7,657319685.9,547373852.3,596484928.6,608127981,648839592.1,490496949.1,442659172.7,592200327.4,647627654.2,570082766,364182385.6,568274902.8,614594970.6,643488967.6,770878845.5,580595724,582245426.5,633277478.5,557620496,536016916.5,698700297.4,665319720.9,453947693.5,434736803.3,460036890,593851758.9,471224747,490041817,706223313.6,578234077.4,489523706.6,456637625.8,615764131.6,478369723.7,521881667.5,529695643.3
1.524601152,360056603.5,517772707.9,468765478.6,490051061.6,652565751.2,543117186,592712098.6,603175007.1,643916927.4,486507909.9,438674095.7,588725230.4,642181166.4,566210997.1,361020786.7,564783429,610324198.2,638781791.4,765001616.4,575676093.3,578338441.5,628456976.5,553736328.8,532239113.1,692926041.7,660803490.3,451001838.4,431058426.9,456062384.7,589130905.7,468351172.2,486370680.1,700941796.5,573307072.5,485505323.8,452950256.9,610878359.9,474051330.9,517604606.7,524570879
1.527157141,356606636.6,514686706,466038071.1,485593414.6,648573244.5,539410036.5,588364470.6,599120097.5,639618789.1,482929673.7,434647659.5,585694290,637500570.9,562254833.3,357919908.2,562490447.4,605917803,633966852.2,759592427.9,571213676.3,574632360.4,624534813.1,549721362.2,528600560.2,688406731.6,656454870.1,448261923,428046185.9,452319167.1,584802099.6,465925277.8,482488677,696294646.5,569166146.5,482168413.3,449482629.4,606574053.3,470452127.5,513453593.6,520241144
1.52971313,353253779.7,511482318.1,464575527.4,481853141.6,644911577.5,536613133,585153381.8,594761201.8,635707157.9,480074348.5,431342909.9,583240092.8,633606364.6,559320222.6,354762133.4,559816204.5,602805412.2,629644963.9,754876177.7,567277647.4,572037027.4,621348627.4,546753920.8,525491352.1,684255127.1,652490538.5,445747347.6,425044635.2,449539474.7,581582009.3,463819598.3,479915884.3,692124792.8,565407341,479548823.9,446478594.9,602895584.9,466738434.9,509777100.5,516629700.4
1.532269119,350568137.3,509204227.4,463176004.6,477916118.3,641955647.2,533825420.8,582341900.5,591327852.5,632867464.8,477197143.8,428299783.8,580463707.9,629962307.2,556578638.8,352236588.5,558332285.4,599968488.9,626175369.6,750677011.8,563686195.3,569530942.5,618660745.3,544211030.6,522952280.3,680807070,649585700.3,443974471.5,422622843.1,447038115.6,578024093.8,462177627.4,476741396.6,689092904.3,562335725.1,477047161.4,444152216.5,599549014.4,463671758.3,506462580,512357341.5
1.534825108,347938681.8,507280427.4,461679587.6,474621069.6,639642632.3,531718731.9,579714073.6,588096161.3,630273093.1,475483011.6,425433657.5,578439990.1,626563732.9,554222371.5,349698742.1,556794748.4,597533080.4,622716817.1,747517352.3,560544829.7,567608887.5,616205694.9,541887986.6,520476505.1,678046057.9,647078614.2,442382965.1,420270242.2,444300296.2,575691086.3,460788446,474140609.8,685751387.2,559574009.2,474735926,441335974.9,596193782.4,460312658.8,503482004,509266458
1.537381097,345051053,505337630.2,461374612.1,471223241.1,638112954.3,529824074.2,577543680.9,586024042.5,628337081.7,474023769.2,422955465.6,577699755.2,623275892.9,552425929.9,347447927.2,556207812.1,595739841.3,620542418.5,744443581.1,558172660.7,566093579.6,614626826.8,540213135.4,518119155.9,675118336.8,645035899.6,441316463.8,418647263,442083659.4,573523539.3,459550799.8,472270150.5,683585445.1,557394442.6,472944849.1,439586790.8,594296730.5,457874307.4,501137626.9,506160819.3
1.539937086,343421999.3,504347092.4,460416421.5,468498070.6,637122447.7,528389736.7,576065794.3,583843875.4,627002738.5,472881541.9,420623199.6,576945106.1,620956540.2,551173586.8,345765620.5,555451566.6,594728808.6,618518932.2,742651108.9,555987848,565219855.4,613225629,538683673.8,516622493.1,673125334,643579376.7,440818062,417147682.7,440271721.9,572042151.3,458927989,470164073.9,681582210.6,555484692,471804908.1,438065896.4,592825315.3,455146566.9,498923387.4,504018977
1.542493075,340869364,503574690.4,460620949.4,465974123,636373479.1,527302827.4,574645830.2,582478390.8,625939489.6,471816032.2,418048896.4,576872993.4,619244947.6,550649687.2,343541288.5,555921091.7,593394522.3,616864732.6,740938803.7,554172270.5,564668346.7,612525271.5,538088249.4,515177878.2,671928130.3,642721022,440636340.6,415636417.4,439118060.7,570934946.4,458794339.8,468888322.2,680869386.2,554260295.3,470895861.9,436883252.2,591146549.8,453454044.9,497395172.1,501211750.8
1.545049064,339568229.2,503213743.1,460774441,463901680,636839920.5,526977387.7,573642583.9,582022014.9,625730434.8,471639722.4,416387982.5,577082594.5,618548439.8,550656154.6,342163961.3,556480086.9,593688388.9,615367301.2,740296748.7,552718283.6,564892397.1,612588427.9,538004140.2,514418953,671282257.8,642245147.4,440602386.3,414664476.4,437675963.7,570214810.5,459331326.2,468236063.3,679764683.8,553337794.3,470300947.4,436406467.2,590686668.3,451767907.4,496228845.7,499466723.3
1.547605053,338254605.3,503741364.3,461858505.2,462642504.5,637578331.5,527043619,573290755.6,581826544.3,625936518.1,471779735.5,414704442.2,578152285.1,618018200.9,550607507.1,340336485.8,557479798,593969299.8,615229968.2,740425515,551903998,565335956.5,613392197,538253362.5,514077959.5,671542029.4,642761439.4,440354499.1,414315871.9,436617467,570242372.4,459976885.4,467677497.6,679831211.2,553507798.1,470301010,435600192.9,590312082.9,450272462,494965402.1,497878006.4
1.550161042,336450404.9,504462239.8,462664839.1,460735936.3,638753829.7,527536094.6,573905168.8,582254942,626830982.7,472089823.9,414213478.8,579286172.5,618027936.7,551708712.7,340114308.1,559435637.5,594658914.2,615125474.9,740860345.8,551716812.6,566483594.2,613985434.5,539059836,513696098.1,671493416.6,643849204.1,441415145.8,414445791.5,436880670.5,570787148.6,461033181.7,467945214.6,681406707.5,554140654.6,470273268.3,435582747.4,590807611.1,449562700.3,494736874.3,497021974.9
1.552717031,335939203.2,505720739.8,464668233.4,460096917.9,641055989,528375419.6,574153733.5,583391960.1,628386084.8,472961704.1,413300025.9,581811821.4,618353192.1,552859487,338977301.8,561270345.2,596260454.3,615564786.2,742489915.2,551916717.9,567799384.7,615632156.6,540024716.2,513919456.9,673034181.3,645541846.6,442841975.4,414454723.3,436682905.9,571819830.7,463124071.6,467811170,682031300.4,554678529.2,471076456,436112848.3,591939891.8,448800055.5,495191561.1,496415329.8
1.55527302,335548057,507440735.7,466881198,459393880.9,643670364,529346743.2,575190385.3,584748584.5,630838225.5,474519695.3,413141879.8,584309525.2,619785157.8,554686320.1,338779018.1,564455246.2,598401933.6,616396071.8,744223874.5,552291319.7,569726452.1,618121846.8,541799860.8,514443133.7,675077854.1,647663450.5,443993102.8,415355096.6,437070441.1,573766380.3,465093050,468325591.5,684553252.2,556047664.1,472366712,436903768.7,593633549.4,448472110.2,495336626.4,496070157.5
1.557829009,334805202.8,509385891.1,469046730,459181805.7,647379949.6,531285941.8,576497185.1,587316653.7,633325500,476131862.3,413325593.1,587369511.6,621664343.2,557129349.9,338510242,567659651.3,601088899,617736942.4,746794864.6,552765600,572839981.5,620299467,543924100.7,515487394.8,677309479.8,650425051.4,446380407.2,415951062.3,437806206.9,575370158.2,467073556.7,469354750.2,687246027.4,557945804.3,473503115.5,437983583.3,595789072.8,447987736.7,496165525.6,496333427.9
1.560384998,334923546.1,512114907.9,471786307.9,459835274.4,650964366.1,533517463.9,578488466.2,590048652,636954955.7,478768377.8,413449681.4,591369996.3,623961935.7,560008968.2,338798960.6,571318469.5,603738373.1,619619857.7,749484254.8,554324381.8,575107485.4,623418761.2,546552077.9,517256163.5,680047339.6,654056759.4,448769973.2,417448750.7,438619999.4,578398869.2,470252800.3,470639998.7,690704030.9,560324625.9,475596829.3,439503818.7,598818835.9,448871338.1,497627583.9,497162414.7
1.562940987,335168632,514980488.3,475279527.1,459874395.6,655734010.8,535874967.3,580385121.6,593104912,640562771,481558997.8,414743783.1,595326134.5,627333098,563310935.6,339401907.9,575969914,607178001.5,622070626.2,753314717.4,556420596.3,579043796.7,627286020.4,549802008.7,518480152.8,683641039.8,657801219.6,451604247.7,419312251.6,440608133.1,581315327.6,473357417.1,472833970.3,694411487.6,563327532.5,478024798.5,441561749.6,601881376.1,449412736,499757107.6,498125574.6
1.565496976,335735581.7,518506402.3,478493313.3,461332541.5,660781985.2,538649471.6,583061855.7,597246177.8,644900015,484655213.9,415914895.4,600787622.5,631295712.4,567069839.7,340187748,581412462.8,610804373.9,624581334.6,757020511,558617420.2,582829628.2,631349008,553736880.7,520746991.4,688007868.2,662680579.1,455136769.2,421508928,442727608.7,584540099.6,477278213.5,474759079.2,698710487,566738008.1,480159764.9,443793961,605202847.8,450413335.3,501508642.3,499768062.3
1.568052965,336530514.2,522476805.2,483131545.6,462916398.4,666645352.7,541802420,585941209.2,601354364.9,650145185.6,488025635.4,418004684.8,605870745.7,635891305.7,571794225.6,341558804.3,586868316.1,615480976.1,627750366.2,761980977.5,561641040.7,587403474.7,636838312.3,557546192.9,522731874.4,692970392.9,667268911.3,458659369,423845673.7,444889417.2,588435352.4,481506119.6,477043904.4,703474013.9,570635169.3,483299660.6,446634461.8,609680407,452151570,504040724.2,501969373.4
1.570608954,337489327.4,526666775,487567631.7,464292148.4,673706085.2,545550283.7,589615454.8,606369231.5,655515341.5,492091025.6,420099522.4,612723641.4,641082711.1,576460240.2,342837576.4,593381555.5,620764790.6,631160213.8,766659135.8,564672539.6,592338730.8,642089708.5,562016734.9,525282330.2,698750620.4,672844232.6,462222543.8,427129075.8,447687040.6,592492027.6,485667534.5,479859762.4,709181101.3,575289929.7,486164500.8,449804708.4,614595704.5,453822771.5,507084360.9,504508053.9
1.573164943,338372690.7,531324047.5,492784817,466504373.3,680465355.4,549551558.1,593622358.2,612108701.4,661570233,496719880,422495282.5,618867315.7,646975648.8,581587073.6,345062830.2,600255283.6,625343306.6,634536934.9,772133064.2,568609758.9,597825470.1,648050447.9,566978548.5,527899172.6,705322847.2,678840040.9,467013293.2,430377132.2,451143345.7,597441640.5,491010574.4,482800494.2,714115799.7,580117761.4,490140366.2,453196794.7,619402940.3,455426538.3,510079483.8,507244246.2
1.575720932,339505950.2,536653977.9,497713443.4,468422883.9,687585487.6,553721927.4,597372040.6,617723116.2,667410860.2,501574309.3,425585299.8,625438204.8,652565218.8,587029864.3,346774029,607579740.7,630701175.3,638540338.8,777511060.1,572524801.4,603212885.1,654039976,572128495.9,530943506.5,711153766.2,684363895.5,471168195.9,433892559.9,454211532.7,601914847.8,495812144.5,485594681.2,719602913.4,585244667,493633837.8,457173811.3,624363618.8,457877859.7,513320677.9,510494904.2
1.578276921,340680275.2,541501275.9,503274334.2,471086434.9,694803470.1,557668638.4,601408564,623466349.4,673905580.5,506273056.5,428030070.5,632344586.6,658500341.3,592560076,348905731.6,614872366.8,635627157.9,642093154.4,782549050.6,576262179.7,609050505.7,660319206.9,577958326.6,533928912.9,717777769.6,690798502.6,476174783.3,437457432.7,457425572.5,606816060.3,501251383.4,488895043.8,725473828.5,590374598,497600596.3,460534818.9,629720079.5,459062892.2,515907406.9,512684810.5
1.580832911,341771960.9,546562227.7,508316794.5,472861646.6,702104530.9,562247167.2,605488933.6,629804250,680565708.2,511343231.2,430666081,639490484.9,664318331.2,598117610.8,351108628,622424569.7,640747996,645852472.1,787996762.9,580085837.6,614600114.7,666640190.5,583017821.6,537451231,723963128.6,696767667.2,481072628.7,440415055.5,461055290.6,611391793.1,506782557.6,492112654.6,731023122.8,594865532,501543098.9,464220959.5,634874436,461014820,519530312.7,515023198
1.5833889,343083084.4,551560929.6,514144251.9,474090953.6,709177536.2,566483940.4,609943606.4,636211755.5,687097477.5,516694041.7,432411458.2,646359823.1,669644298.4,603473855.6,352384659.2,629853058.7,645966718.9,649597311.9,793766010,584421607,620252808,672739736.6,588913853,540272016.1,730535455.1,702242717,485564016.3,444027614.3,464374604.2,616449291.8,512429382.9,495580339.6,736102227.5,600343206.3,505601366.8,467763140.3,639583458,461726374.7,522530024.2,517419857.1
1.585944889,343714004.4,556404784.4,519476239,475430814.6,716143959.9,571131982.1,613877478.1,641920014,693489490.3,521280795,434147745.1,653947037.1,674967781,609288813.2,353846578,638194495.1,650929496.1,652821633.7,798912084.2,588609582,626087372.1,678910723.7,594425552.3,543737311.2,736622236.8,708303986,490576561.5,447086786.4,467647123.9,620908502.5,517651328.8,498270919.9,741297821.2,605248423.4,509448247.4,471347620.5,644436544.1,462482638.2,525860599.7,518433551.9
1.588500878,344251536.3,561884953,524857790.9,475401329.7,723050279.2,575007966.2,617978634,648047405.1,699719574.3,526229883.1,436029341.6,660484502,679513766.7,614584734.1,354418734,645829415,655436025.5,656176535.2,803772091.2,592258839.6,631990374.9,684434187.5,599638962.5,547102756.5,742767166.7,713734075,495551325.7,450267661.6,470207049,625826368.5,523232977.6,501907932,746328998.9,609267051,513200748.5,474593522.2,648532287.5,463300118.1,527926186.3,519769396.2
1.591056867,344397824.6,567174108.2,530966226.4,475955627.3,729117611.4,579247640.3,621996464.3,653522049,705528433.5,531176574.5,436758733.5,667435295,683535843.2,620027428.4,354796498.9,653205821.7,659867575.9,659488083.5,808699781.8,595765591.3,637216697.7,690287813.4,605129792.2,550804399.3,748443920.1,719244969.1,500415267.8,452730206.6,473077683.7,630327750.4,528835338.8,504158699.9,750495533.5,613614821.5,516936385.7,478084365.3,652623741.3,463308488.2,530331493.7,519986800.1
1.593612856,343458990.4,571331738.7,536068868.2,475517625.9,735443810,583324727.2,626427614.2,659158516.8,711625795.8,535229781.2,437248377.7,674099330.7,687689812.7,625186921.7,355028032.5,660739081,664218847.3,662109764.5,813764636.5,599582484.3,642528653.6,696000295.5,610311188.6,553750988,753914945.9,724251996.9,505300842.6,455069588.9,475074083.2,634770743.8,534310473.1,507495567.8,754706249.9,617903697.2,520196074.4,480838274.1,656967933.7,462813802,532741440,520060166.1
1.596168845,343599013.7,576030045.2,541813176.4,475241577.2,741299497.9,586862522.1,630122280.3,664735344.2,716780309.1,539712505.2,437380938.4,680501444.3,691479549.7,629739252,354740416.1,668348373.2,668274366,664270134,817624969.5,602490118.1,647850088.3,700926785.9,615261983.9,556969493.2,759375311.6,729067155.8,510000718.2,457608170.9,477000787.7,638323391,539593786.1,509786032.4,758654670.6,621725725.5,523780097.7,484152483.6,660660057.4,462062178.2,534664153.4,519815196.5
1.598724834,342922545.1,580226604.1,547094976.9,474400008,746407054.1,591192919.2,633862357.3,669358360.9,721956575.8,544104504.4,437129786.2,686598859.1,694337602.6,634507751.4,354457382.4,674702981.2,672514897.9,666783917.1,821640940.6,605735123.3,652420758.3,705862595.7,620063187.4,559782076.5,764205730.5,733753344,514292906.3,459686838.1,478395178.9,642468832.9,544519751.5,512508920.2,762284782.4,625778839.2,527008111.6,486630911.6,664421262.7,460998975.8,536027833.7,519079279.8
1.601280823,342182484.9,584432861.6,551672143.4,473111388.4,751311645.7,594066470.7,637182227.7,674244578.2,725991099.5,548463887.8,436622539,692345122.4,696758665.4,638960493.7,353241348.6,681346829.5,675303641.6,669117527.2,824976213.5,609363147.1,657147653.4,710388828.7,624834121.2,562373151.8,769081842.3,737778819.6,518543910.4,460893745.9,479509123,646128014.5,549394242.1,514756039,765134380,629065021.8,529426316.8,490035331.1,667242262.9,459643844.7,537298959.6,518317607.5
1.603836812,340690503.2,587685325.7,556179676.7,471390848.8,754941036.4,596978136.6,640068094.9,677681402.7,729592712.5,552050813.2,435696393.3,696869387.1,698361806.7,641814199,352591258.7,687801055.4,678320025.4,670755327.7,828194876.5,611389756.5,660983981.6,714819354.9,629095406.4,565269968.6,773466247.8,741551185.1,521642282.9,461990773.3,480207384.5,649448206.7,553616506.3,516972279.7,766758062.5,631940042.6,531662098.7,492266275.3,670543987.9,457850370,538304804.9,516822374.1
1.606392801,339473881.9,590732710,559723959,469930050.4,757744807.6,599223621.4,642608318.9,681336788.6,732208365.4,555599660.1,434513416.7,700330613.6,698771279.5,644751052.2,351368340.6,692481920.5,680738921.7,671824695.6,830548842.6,614096339.2,664832347.2,718527308.2,633254901.3,566829198.3,776955202.9,744649236.5,524253628.5,462906045.8,479912801.5,652480961.3,557357091.1,518967283.6,768010233.3,634178735.9,533277836.6,493759068.2,671777294.5,456106106.2,538887768.4,515057390.5
1.60894879,337580503.9,592809842.2,562745583.6,467734280.9,759405261.4,601881621.3,644235647.6,683219937.6,734219663.2,557751076.9,432865907.1,702897689.7,698367713.4,646029982.7,349462355.7,696172748,681837593,672801616.5,831822795.2,615318404.1,667690921.9,721240229.4,636316262.2,568914729.2,779623267.1,746587271.2,526776058.1,462629801.2,479400745.7,655283758.2,560663166.7,520320222.9,768408494.3,635819451.6,534522014.3,494885090.6,673404640.4,453567234.8,538129052.7,512354031.4
1.611504779,335093885.5,594805493,565201020.1,464522697.9,759860532.5,602949656.8,645676652.9,684227353.3,734583181.5,559983391.4,430560499.4,704336261.4,695786221,646936550.4,347394849.8,699204248.8,682485617.3,672395233.7,832197203.9,616439369.7,669479692.3,723249577.1,638777005.2,570150849.3,781452768,747618920,527870256.9,462325020.5,477451345.7,656623045.2,562975145.1,521504428.9,767562719.8,636237412.6,534835432.1,495810784.1,674097859.3,450374683.1,537100389.7,509453177.2
1.614060768,333066929.2,595002840.6,567125956.5,461302292.8,758756102.1,603677223.8,646002198.4,683903571.2,733969952,561109397.9,427903708.1,704975051,692177500.2,646525111.5,345307685.6,701402961,681966687.1,671957623.6,831956138.3,616919392.8,670198753.2,724633780.5,640569956.6,570698031.3,781919794.2,747389891.3,528341049.8,460515840.3,475461010.9,657619992.2,564618263.2,521887236.9,766078501,635874525.5,534214152.1,495702181.1,673225486.7,447320794.2,535758196.6,506005006.1
1.616616757,330199562.9,595377779.8,568000201,456814502.8,756692697,603462208.2,645846375.4,682451866.7,732236395.9,561519281.6,424198763.9,704835690.4,687843193.9,645408360.8,342133713.2,701380206.5,680879885.4,670187149.5,830599182.9,616735873.4,670253064.9,724479172.1,641541560.1,571413134.4,781424617.7,746355463.8,528072548.9,458935415.7,472308840.2,658209034.7,565526084.8,521691856.6,763334404.5,635340250.2,533298989.7,495199626.6,672221206.6,442942972.4,533184423.3,501400870.8
1.619172746,326620142.9,594259981,567964558.5,452590511.2,753480350.7,603264059,645508941,680259839.9,729177572.3,561192193.5,420208445.6,702693932.9,682206657.1,643450098.3,339483026.2,700908419,678952888.4,669113307.6,828641045.2,615755932.8,669357831.9,723643836.6,641745496.7,571213552.5,780622809.6,744897077,527173075.3,456048990.9,468654534.6,657697397.4,565560526.5,521062906.5,759990527.8,633246220,531578119.6,494147467.2,670489286.1,439196948.4,530117014.1,496798130.6
1.621728735,323637739.9,592679827.5,566963229.5,447656660.6,749600216.1,602012192,644110797.2,676803379.7,725880544,560007476.2,415966125.4,700364198.1,675656683.8,640703897.8,335672777.7,699281440.6,675969868.5,666494362.9,825790978.2,614216047.9,668464022.6,721874256.6,640948279.7,570787970.2,778273379.9,742521502.5,525224332.6,453112183.9,464966940.5,656769426.3,565030831.6,519944379.5,756208170,630253812.1,529058408.2,492346352.7,667053054.5,434781237,526966603.7,492055530.7
1.624284724,319967544.6,590419283.5,565687421.6,442534191.6,744960098.2,599922711.1,641858809.7,673016783.4,721434387,558456948.8,411621060.7,697427354.8,668763782.2,637241104.9,332196337.3,696982235.1,672795428,662936963.4,821906714.2,612056046.9,665685191.1,719435260.7,639337572.2,569740359.9,775044970.9,739485083.5,523160751.9,449693785.6,460135076.5,655137612.5,563207661.5,518563406.1,751062883.9,627426841.3,526399192,489786167.5,663844677.5,430369810.7,523326556.6,486565381.6
1.626840713,316840405.5,587393725.2,563425697.6,437533447.3,739634838.9,597581108.2,639483474.5,668461591.3,716790034.5,556377155.2,407099282.4,693005843.3,662135446.7,633382297.9,328504305.5,693558474.2,668653694.7,660033659.7,817628043.1,609434621.6,662648215.9,716336558.6,636929605.7,568107081.7,771280116.7,735746328.8,520416588,445869062.2,455721411.4,652797568.9,561345391.5,516239627.9,745669935.4,623320348.8,523070093.5,487254611.3,659748941,425920570.1,519429401.3,481657516.7
1.629396702,313274016.5,584478466.8,560893460.3,432410317.8,733822706.7,594719644.6,636378995,663420001.8,711144807.6,553364796.8,402159634.3,688530235.6,654696833.7,628741372.2,324713473.4,689436842.8,664327916.9,655964235,812826923.5,606408680.8,659421614.4,712179186.5,634078179.8,565851326.3,767268038.9,731200609.8,517611656.5,441846843.3,451179453.5,649520909,559017167.9,513694748,739788516.2,618529711.3,519654520.9,484319803.1,654875022.6,421512196.6,515248015.3,475930487.7
1.631952691,309884795.5,580589038.2,558280278.8,427589260.6,727884914.6,591098717.7,633255716.3,657591973.7,705149418.2,549656921.9,397219329.7,683221371.2,647456049.3,623946296.9,321151733.7,685167383.5,659424175.2,651377936.8,807743986.7,602735353.3,654945950.8,708413277.1,630443257.6,563608449.4,761925924.5,726063167.4,513764718.3,437248242.3,446265774.8,646166857.1,555796873.7,510606088.7,733641408.4,613626742.3,516253111.6,480616529.6,649944765.4,416835136.2,510323321.7,471044573.2
1.63450868,306242844.4,576356910.6,554402192.8,422312434.1,720816097.1,587295511.3,629550395.7,651283360.6,699221232.6,546206164.9,392390969.9,678405093.4,639784113.6,619039276,316945302.5,680015068.1,654384560.7,646712482.9,802234256.6,598885376,650757898.8,703260073.5,626469879.7,560717976.7,757053660.2,720566939.6,510045883.1,433007887.5,441560462.2,641958876.8,552027773.6,507408128.4,726975828.1,608566723.8,511905948.1,476727013.4,644332456.3,412116129.8,505924585.5,465500502
1.637064669,302310070.5,571636866,550697027.8,417290225.1,714580677.6,583189320,625851461.9,645581180.2,692389159.3,542337915.9,387705711.2,672987384.1,632464324.8,613230372.4,313295271.3,675108667,649266497.6,641890318,796245497.5,594549248.9,646127401.3,697684884.2,622163030,557674200.3,751158036.2,714840339.8,506275988.9,428646410.1,437108485.2,638113800.1,548323934.2,503863812.4,720479121.7,603409762.5,507412675.8,472809337.1,639296572.3,407768442.5,500968768.9,460389037.9
1.639620658,299782998,567611833.6,546959691,412700172.7,707836517.4,578729835.1,621789393.4,639192729.5,685669379.2,538006072.7,383920430.3,667690608.6,625865852.9,607643027,309938493.6,669937783.8,643846300.7,636125206.8,790664918.3,590629661.2,640868091.5,692302537.8,618032990,553827332.6,745503963.7,708917024.9,502029073.1,424469563.1,432964911.6,633386110,544360753.7,499858542.2,713354872.3,597792486.9,503282816.3,468444681.7,633733779,403495211.3,496417532.3,455329055.1
1.642176647,296444647.6,562898251.8,542812760.4,407934141.7,700893415.7,573705219.5,617189019.1,632834425.6,678911233.7,533435571.8,379683860.7,661763518.6,619337590.6,601589655.5,306549425.8,664293310.2,638191335.8,630851437.2,784206338.9,586457793.9,635533296.6,686701184.2,613105820.8,550153415.2,739675548.6,702514000.7,497669991.3,419790572.7,428790054.2,628292891.2,539874262.1,496061176.7,706687332.3,591630261.7,498602833.1,464695359.6,627600994.3,399752501.1,491642311.6,451081142.2
1.644732636,293201217,557511872.4,538512886.5,403765048,693876103.7,568655995,612171346.6,626470730.4,672125752.8,529117808,375731618.2,654905998,612895158.8,595612914.4,303323163.5,658136533.9,631989703.6,624860027,777521462.9,581985602.1,630054518.6,680380796.6,607881997.6,545872531.3,733375219.6,695442478.5,493060011.1,415986816,424521138.7,623743652.7,535625846.4,491672820.4,698974356.2,586274462.5,494308602.5,460612564.4,621254399.4,395448770.1,487078559,446267513.3
1.647288625,290542721.9,551806938.6,533051749.1,399847742.1,686337414.9,563326860.1,607415394.9,619663338.9,664852385.4,524413680.8,371817518.4,648707184.6,606254731,589355243.6,300784721.3,651416507.2,626040076.6,618988425.4,770364509.7,577026874.5,623841435.4,674132407.4,602168424.7,541610053.4,726712012.7,689049560.9,488565023.8,411629206.3,421005718.5,617710392.6,530263341.6,486105216,691534609.3,579709501.4,488740842.4,455822532.9,615079453.1,391732390.5,482324224.3,441847904.6
1.649844614,287617506.3,546065176.8,527758908.5,396006577,678745880.8,557420695.3,601298408.8,612689780.4,657566949.5,518763531.3,368298044.9,641564701.3,599371042.1,582848922.6,298254417.8,644238134.5,618877484.5,612306939.8,763138560.4,571902632.4,617294560.4,666949645.1,596580129.1,536940037.6,719461656.1,680647377.9,483431274.5,407057966.8,416845343.4,611662987.8,524758531.7,481373846.6,683437728.4,573064445.5,483628349.1,450415827.7,607944335.9,388168707.5,477677518.7,437468934.3
1.652400604,284999726.4,540361001.3,522528318.3,391909042.2,671240502.1,551253845.8,595794455.5,605482516.9,650098591.9,513398294.6,364829101.7,634418958.5,593056990.9,575732904.8,295200832.3,636660540.3,612311928.8,606200082.9,755979239.3,566288894.3,610568322.4,659649094.7,589806562.9,531970573.3,711946369.3,672955237.7,478563249.4,402930718.4,413420689.9,605379052.3,518585192.1,476071175.9,675761992.7,566747450.8,478520837.6,445394237.4,600814359.6,384496156.3,472689669.4,433169298.8
1.654956593,282224225.2,533459157.4,516122737.6,387903891.9,662904842.3,545188229.9,589751626.8,598094475.7,642303924.7,507222881.6,361404621.4,627040398.6,586751399.7,568357197.4,292631161.4,629179181.5,605395536.8,599180278.7,748092858.5,560469337.9,603346099.2,651648442.3,583129904.5,526967369.7,704594225.9,664625976.5,472425172.9,398571856.9,410022377.7,598534210.7,512185203.5,470799340.7,668108306.6,559447052.5,473092528.7,439769409.8,593758870.1,381230967.6,467933082.8,429332416
1.657512582,279770461.2,527143632.8,510324189.8,384333624.3,655560387.4,538534451.5,583467274.7,590131786.8,634557519.8,500877161.3,357991871.2,619032817,580493968.8,561458113.3,290179865.6,620939155.5,598213421.5,592679384,740404033.3,554848491.7,596076081,644112717.6,576097905.5,521618950.9,696404318.3,656376983.9,466924578.3,394121526.9,406507275.5,591898513.6,505887684.7,464697741.1,660109714.7,552219223.4,467294835.3,434422245.5,586228291.1,377792262,462877803.4,425046338.4
1.660068571,276905035.2,520508906.4,503902184.3,380853947.7,647539968.3,531553974.4,577072853.5,583472790.1,627408339.7,494439469.1,354376273.1,611647053.3,574759231.6,554413707.9,287184425.1,613189448.5,590681443.9,585575208.6,732521451.6,548862391.2,588434971.6,635738241,568920063.1,516128623.2,688706607.4,648388163.8,461355532.8,389597128.6,403000883.1,584731752.6,499217787.5,458848961,652278277.3,545263246.6,461839646.9,429014499.1,579303555,374632492.3,458041892.9,421446281.4
